hgnc	status	subcellular_location
ZBTB43	Approved	Nucleus
CPT1C	Approved	Centrosome
XPO6	Approved	Cytosol
XPO6	Approved	Nucleoli
XPO6	Approved	Nucleus
XPO6	Approved	Plasma membrane
MN1	Approved	Nucleoplasm
NSMCE1	Approved	Vesicles
CCDC126	Approved	Nucleoplasm
IL13	Approved	Cytosol
IL13	Approved	Plasma membrane
GCSAML	Approved	Cytosol
NPIPB3	Approved	Nucleoplasm
SH3TC2	Approved	Cytosol
SH3TC2	Approved	Nucleoplasm
B3GALNT1	Approved	Vesicles
GPRIN1	Approved	Vesicles
PGM2	Approved	Intermediate filaments
STK32A	Approved	Centrosome
KIAA1024	Approved	Golgi apparatus
CRADD	Approved	Cytosol
CRADD	Approved	Nucleus
PTPN9	Approved	Vesicles
NPR1	Approved	Nucleoli
NPR1	Approved	Nucleus
NPR1	Approved	Plasma membrane
CXCL8	Approved	Golgi apparatus
SCN9A	Approved	Actin filaments
SCN9A	Approved	Focal adhesion sites
SCN9A	Approved	Plasma membrane
RASSF6	Approved	Golgi apparatus
RASSF6	Approved	Nucleoplasm
COL22A1	Approved	Endoplasmic reticulum
SDC2	Approved	Cytosol
SDC2	Approved	Plasma membrane
TM2D2	Approved	Nucleoplasm
TM2D2	Approved	Plasma membrane
TM2D2	Approved	Vesicles
GPR183	Approved	Nuclear membrane
GPR183	Approved	Vesicles
CCDC8	Approved	Cytosol
CCDC8	Approved	Nucleus
CCDC8	Approved	Plasma membrane
METTL15	Approved	Actin filaments
METTL15	Approved	Golgi apparatus
METTL15	Approved	Plasma membrane
ZEB2	Approved	Cytosol
ZEB2	Approved	Nucleoli
ZEB2	Approved	Nucleus
BNC1	Approved	Nucleoplasm
DFFB	Approved	Nucleoli
DFFB	Approved	Nucleus
CKAP2L	Approved	Cytosol
C15orf40	Approved	Cytosol
C15orf40	Approved	Nucleus
HEXDC	Approved	Mitochondria
HEXDC	Approved	Nucleoli fibrillar center
BUB1	Approved	Cytosol
SPNS1	Approved	Vesicles
LRRC45	Approved	Nucleoplasm
LRRC45	Approved	Plasma membrane
CHRNA5	Approved	Focal adhesion sites
AGPAT2	Approved	Centrosome
DUS1L	Approved	Plasma membrane
TAPT1	Approved	Vesicles
UGP2	Approved	Centrosome
UGP2	Approved	Mitochondria
UGP2	Approved	Nucleoplasm
LINGO1	Approved	Plasma membrane
CSGALNACT2	Approved	Endoplasmic reticulum
AVEN	Approved	Actin filaments
AVEN	Approved	Centrosome
AVEN	Approved	Plasma membrane
CTNND2	Approved	Cell Junctions
CTNND2	Approved	Golgi apparatus
CTNND2	Approved	Nucleoplasm
TRIM56	Approved	Cytosol
TRIM56	Approved	Nucleoplasm
WNT10B	Approved	Golgi apparatus
TPST1	Approved	Cytosol
TM4SF4	Approved	Cytosol
TM4SF4	Approved	Plasma membrane
OTUD3	Approved	Cytosol
OTUD3	Approved	Intermediate filaments
OTUD3	Approved	Nucleoplasm
OTUD7A	Approved	Cytosol
OTUD7A	Approved	Nucleoli
BRD3	Approved	Nuclear bodies
ZNF764	Approved	Cytosol
ZNF747	Approved	Centrosome
ZNF747	Approved	Cytosol
ZNF768	Approved	Nucleus
ZNF768	Approved	Vesicles
ZNF35	Approved	Nucleoplasm
TIGD4	Approved	Cytosol
TIGD4	Approved	Nucleoplasm
IFFO2	Approved	Nucleoplasm
IFFO2	Approved	Plasma membrane
NLGN2	Approved	Mitochondria
CHD3	Approved	Microtubule organizing center
CHD3	Approved	Nucleoli
CHD3	Approved	Nucleus
TMEM154	Approved	Nuclear membrane
TMEM154	Approved	Nucleoplasm
MYRIP	Approved	Golgi apparatus
MYRIP	Approved	Nucleoli
MYRIP	Approved	Nucleus
KCNAB3	Approved	Mitochondria
TMEM192	Approved	Nucleoplasm
HMP19	Approved	Golgi apparatus
FOXD4	Approved	Nucleus
UBE2E1	Approved	Nucleoplasm
SIK2	Approved	Golgi apparatus
CCDC144A	Approved	Nucleoplasm
CCDC144A	Approved	Vesicles
HOXD4	Approved	Cell Junctions
USP38	Approved	Cytosol
USP38	Approved	Nucleoplasm
NANP	Approved	Nuclear membrane
PWWP2A	Approved	Focal adhesion sites
USP47	Approved	Intermediate filaments
ZNF282	Approved	Cytosol
ZNF282	Approved	Nucleoplasm
C14orf142	Approved	Nucleoli
C14orf142	Approved	Nucleus
CRTAP	Approved	Actin filaments
CRTAP	Approved	Cytosol
CRTAP	Approved	Intermediate filaments
SLN	Approved	Microtubules
CMTM8	Approved	Nucleoplasm
GABARAP	Approved	Vesicles
PRDM10	Approved	Nucleoli fibrillar center
PRDM10	Approved	Nucleoplasm
PRDM10	Approved	Vesicles
B3GNT2	Approved	Vesicles
EMX2	Approved	Nucleus
TCAF2	Approved	Endoplasmic reticulum
SEMA3E	Approved	Nucleoplasm
SEMA3E	Approved	Vesicles
LRRN2	Approved	Endoplasmic reticulum
ZNF804A	Approved	Endoplasmic reticulum
TMEM182	Approved	Nucleoplasm
TMEM182	Approved	Vesicles
SDR9C7	Approved	Cytosol
SDR9C7	Approved	Nucleoli
KRT86	Approved	Cytosol
NFXL1	Approved	Nucleoplasm
KRT75	Approved	Cytosol
KRT75	Approved	Plasma membrane
DENND5B	Approved	Microtubules
DENND5B	Approved	Nucleoli
RALGAPB	Approved	Nuclear speckles
PYM1	Approved	Cell Junctions
NPAS2	Approved	Nucleoplasm
KISS1	Approved	Vesicles
NUDT9	Approved	Cell Junctions
NUDT9	Approved	Nuclear membrane
HSD17B13	Approved	Golgi apparatus
HSD17B13	Approved	Vesicles
PA2G4	Approved	Cytosol
TMC7	Approved	Vesicles
ARL6IP1	Approved	Endoplasmic reticulum
IRX2	Approved	Nucleoli
IRX2	Approved	Nucleus
SIX2	Approved	Nuclear membrane
FOXA3	Approved	Nucleoplasm
GTSF1	Approved	Nucleoplasm
ACYP2	Approved	Nucleoplasm
TRABD	Approved	Mitochondria
TRABD	Approved	Nucleus
TMEM133	Approved	Endoplasmic reticulum
TMEM133	Approved	Golgi apparatus
ATF7	Approved	Cytosol
ATF7	Approved	Nucleus
SOCS6	Approved	Cytosol
SOCS6	Approved	Nuclear speckles
ZNF296	Approved	Centrosome
ZNF296	Approved	Nucleoplasm
HOXB9	Approved	Mitochondria
HOXB9	Approved	Nucleoplasm
TTLL6	Approved	Microtubules
TTLL6	Approved	Vesicles
KCNS3	Approved	Cytosol
KCNS3	Approved	Golgi apparatus
KCNS3	Approved	Plasma membrane
GPR37	Approved	Cytosol
GPR37	Approved	Nuclear membrane
CHCHD7	Approved	Aggresome
CHCHD7	Approved	Cell Junctions
HTRA3	Approved	Vesicles
PPM1D	Approved	Endoplasmic reticulum
GPR27	Approved	Actin filaments
GPR27	Approved	Cytosol
GPR27	Approved	Nucleoplasm
GPR27	Approved	Plasma membrane
KBTBD2	Approved	Nucleoli fibrillar center
KBTBD2	Approved	Nucleus
TRIAP1	Approved	Mitochondria
TRIAP1	Approved	Nucleoplasm
LSM3	Approved	Nucleoli
LSM3	Approved	Nucleus
KIAA0232	Approved	Cytosol
MSANTD4	Approved	Nucleus
OSCAR	Approved	Nuclear membrane
OSCAR	Approved	Nucleus
OSCAR	Approved	Vesicles
NUDT6	Approved	Microtubules
TANC2	Approved	Cytosol
DNAJC24	Approved	Cytosol
ZNF160	Approved	Cytosol
ZNF160	Approved	Nuclear speckles
ZNF415	Approved	Microtubules
ZNF415	Approved	Nucleoli fibrillar center
PRKCDBP	Approved	Plasma membrane
HAS2	Approved	Nuclear speckles
PDGFD	Approved	Golgi apparatus
PDGFD	Approved	Vesicles
PYGO1	Approved	Cytosol
PYGO1	Approved	Nucleoplasm
TSNARE1	Approved	Nucleus
FPR1	Approved	Golgi apparatus
FPR1	Approved	Nucleoli
FPR1	Approved	Nucleus
FEZ2	Approved	Cytosol
FEZ2	Approved	Golgi apparatus
FEZ2	Approved	Nucleoli
SOX7	Approved	Golgi apparatus
SOX7	Approved	Nuclear speckles
NRTN	Approved	Golgi apparatus
KCNMB3	Approved	Mitochondria
KCNMB3	Approved	Nucleus
KCNG3	Approved	Cytoplasmic bodies
PRKCE	Approved	Vesicles
JAGN1	Approved	Vesicles
SOCS5	Approved	Cytosol
SOCS5	Approved	Nucleoplasm
SOCS5	Approved	Plasma membrane
C1GALT1C1	Approved	Cytosol
C9orf16	Approved	Microtubules
RBKS	Approved	Cytosol
TMEM126A	Approved	Cytosol
TMEM126A	Approved	Nucleus
NETO2	Approved	Golgi apparatus
SCAND1	Approved	Actin filaments
SCAND1	Approved	Cytosol
SCAND1	Approved	Nucleus
C10orf35	Approved	Centrosome
C10orf35	Approved	Cytosol
C10orf35	Approved	Nucleus
TMEM37	Approved	Cytosol
TMEM37	Approved	Nucleoli fibrillar center
TMEM37	Approved	Nucleus
SHCBP1	Approved	Microtubules
SHCBP1	Approved	Nuclear bodies
FAM98B	Approved	Vesicles
ZDHHC16	Approved	Cytosol
ZDHHC16	Approved	Nuclear membrane
CHST11	Approved	Golgi apparatus
EXOSC1	Approved	Nuclear bodies
EXOSC1	Approved	Nucleoplasm
PGAM1	Approved	Nucleoplasm
TPPP	Approved	Mitochondria
XAGE5	Approved	Nucleoplasm
XAGE5	Approved	Vesicles
PDE7B	Approved	Nucleoplasm
MRPL36	Approved	Nuclear bodies
KRT20	Approved	Cytosol
ZNF524	Approved	Nucleus
DSEL	Approved	Nucleoplasm
DSEL	Approved	Plasma membrane
ASXL1	Approved	Nucleoli
ASXL1	Approved	Nucleus
DLK2	Approved	Nucleus
ZNF562	Approved	Nucleoplasm
ZNF561	Approved	Nucleoplasm
LRRC8C	Approved	Golgi apparatus
LRRC8D	Approved	Mitochondria
LRRC8D	Approved	Nucleoplasm
ECEL1	Approved	Nuclear membrane
ECEL1	Approved	Nucleoli
ECEL1	Approved	Nucleoplasm
BCL2L1	Approved	Mitochondria
PLRG1	Approved	Nuclear membrane
ZNF584	Approved	Nuclear speckles
DSCAM	Approved	Cytosol
DSCAM	Approved	Nucleoplasm
PIK3CD	Approved	Cytokinetic bridge
PIK3CD	Approved	Vesicles
ZIK1	Approved	Intermediate filaments
PLEKHG5	Approved	Nucleus
RGS19	Approved	Nucleoli
RGS19	Approved	Vesicles
VAT1L	Approved	Cytosol
TMEM51	Approved	Cytosol
TMEM51	Approved	Nucleoplasm
LRRC34	Approved	Cell Junctions
LRRC34	Approved	Cytokinetic bridge
LRRC34	Approved	Microtubules
PAH	Approved	Endoplasmic reticulum
PAH	Approved	Vesicles
SPATA5L1	Approved	Nucleoli
SPATA5L1	Approved	Nucleus
SLFNL1	Approved	Cytosol
BCL2	Approved	Nucleoplasm
METTL18	Approved	Cytosol
METTL18	Approved	Nucleoplasm
FBXL14	Approved	Cytosol
FBXL14	Approved	Golgi apparatus
FBXL14	Approved	Nucleoplasm
EXOSC10	Approved	Cytosol
EXOSC10	Approved	Nucleus
ZNF570	Approved	Nucleoplasm
NINJ2	Approved	Endoplasmic reticulum
MLLT3	Approved	Cytosol
MLLT3	Approved	Nucleoplasm
RPS7	Approved	Cytosol
RPS7	Approved	Endoplasmic reticulum
PRNP	Approved	Cytosol
PRNP	Approved	Nuclear membrane
PRNP	Approved	Vesicles
LGALS9C	Approved	Cytosol
TVP23B	Approved	Golgi apparatus
FBXW10	Approved	Nucleoplasm
FOXB1	Approved	Mitochondria
FOXB1	Approved	Nucleoplasm
ZNF57	Approved	Nucleoli
C20orf196	Approved	Endoplasmic reticulum
C20orf196	Approved	Golgi apparatus
C20orf196	Approved	Vesicles
JMJD1C	Approved	Cytosol
JMJD1C	Approved	Nucleoplasm
SYNPO	Approved	Actin filaments
SYNPO	Approved	Cytosol
SYNPO	Approved	Nucleoplasm
ZNF556	Approved	Nucleus
MAL	Approved	Centrosome
REG3A	Approved	Cytosol
EPHX4	Approved	Vesicles
LAMB2	Approved	Cytosol
LAMB2	Approved	Vesicles
SERF1A	Approved	Nuclear bodies
LRRC15	Approved	Plasma membrane
LRRC15	Approved	Vesicles
KRCC1	Approved	Cytosol
KRCC1	Approved	Nucleoli
NME6	Approved	Vesicles
FRMD3	Approved	Golgi apparatus
FRMD3	Approved	Nucleoplasm
FRMD3	Approved	Plasma membrane
MTBP	Approved	Nucleus
MBOAT1	Approved	Mitochondria
PAIP1	Approved	Cytosol
PAIP1	Approved	Plasma membrane
NEGR1	Approved	Actin filaments
NEGR1	Approved	Cytosol
NEGR1	Approved	Vesicles
MACROD2	Approved	Centrosome
BSG	Approved	Vesicles
BPGM	Approved	Nucleoli
ALG14	Approved	Nucleoli
ALG14	Approved	Nucleus
SUCLG2	Approved	Plasma membrane
CSDC2	Approved	Cytosol
CSDC2	Approved	Nucleoplasm
RCAN2	Approved	Mitochondria
RCAN2	Approved	Nucleoplasm
IL16	Approved	Cytosol
IL16	Approved	Nuclear speckles
IL16	Approved	Plasma membrane
GNB2	Approved	Plasma membrane
CFAP53	Approved	Midbody
C2CD2L	Approved	Cytosol
C2CD2L	Approved	Nuclear membrane
C2CD2L	Approved	Nucleoli
C2CD2L	Approved	Nucleus
ARNT2	Approved	Mitochondria
ARNT2	Approved	Nucleus
GNG12	Approved	Mitochondria
MYOZ2	Approved	Cytosol
MYOZ2	Approved	Nucleus
MYEOV2	Approved	Cytosol
MYEOV2	Approved	Nucleoplasm
FGGY	Approved	Nuclear bodies
FGGY	Approved	Nucleoplasm
FUT9	Approved	Cytokinetic bridge
FUT9	Approved	Cytosol
FUT9	Approved	Microtubules
FUT9	Approved	Nucleoplasm
C2orf54	Approved	Golgi apparatus
C2orf54	Approved	Nucleoplasm
AFF1	Approved	Mitochondria
AFF1	Approved	Nucleoplasm
ACOT12	Approved	Cytosol
ACOT12	Approved	Nucleoplasm
PPP1CA	Approved	Plasma membrane
MRPL52	Approved	Mitochondria
SMPDL3A	Approved	Mitochondria
SMPDL3A	Approved	Nucleoli
SMPDL3A	Approved	Nucleus
RND1	Approved	Vesicles
FAM21C	Approved	Nucleoli
ZFAND4	Approved	Golgi apparatus
FUT10	Approved	Endoplasmic reticulum
FUT10	Approved	Golgi apparatus
FUT10	Approved	Nucleoplasm
LRRC20	Approved	Cytosol
LRRC20	Approved	Nucleoplasm
MUS81	Approved	Nucleus
PURG	Approved	Nucleoli
PURG	Approved	Nucleus
PURG	Approved	Plasma membrane
ZNF596	Approved	Mitochondria
ZNF596	Approved	Nucleoli
RAB43	Approved	Plasma membrane
CBWD1	Approved	Plasma membrane
DCP2	Approved	Cell Junctions
DCP2	Approved	Cytoplasmic bodies
DCP2	Approved	Nucleoplasm
OVOL1	Approved	Nucleus
CES4A	Approved	Cytosol
CES3	Approved	Endoplasmic reticulum
CES3	Approved	Nuclear membrane
SSH3	Approved	Actin filaments
SSH3	Approved	Cytosol
SSH3	Approved	Nuclear speckles
SSH3	Approved	Plasma membrane
CES2	Approved	Cytosol
CES2	Approved	Golgi apparatus
KRT2	Approved	Cytosol
KRT2	Approved	Golgi apparatus
KRT2	Approved	Intermediate filaments
NBEA	Approved	Golgi apparatus
NBEA	Approved	Nucleoli
NBEA	Approved	Nucleus
RNASEH2C	Approved	Nucleus
MYEOV	Approved	Nucleus
MYEOV	Approved	Vesicles
ANKRD13D	Approved	Mitochondria
ANKRD13D	Approved	Nucleus
MRGPRF	Approved	Nuclear membrane
MYD88	Approved	Mitochondria
MYD88	Approved	Vesicles
SH3RF3	Approved	Centrosome
SH3RF3	Approved	Cytosol
GXYLT2	Approved	Cytokinetic bridge
GXYLT2	Approved	Midbody ring
GXYLT2	Approved	Nucleoplasm
DCAKD	Approved	Nucleus
ARPP21	Approved	Cytosol
ARPP21	Approved	Nucleoli
TADA2B	Approved	Nuclear speckles
ADRBK1	Approved	Vesicles
EVC2	Approved	Mitochondria
ZNF680	Approved	Nucleus
HECTD4	Approved	Nucleoplasm
HECTD4	Approved	Vesicles
COQ2	Approved	Cytosol
C10orf131	Approved	Nucleoli
CCDC63	Approved	Nuclear bodies
CCDC63	Approved	Nucleoplasm
CCDC63	Approved	Vesicles
TRMT112	Approved	Microtubules
TRMT112	Approved	Nucleus
LRRN3	Approved	Cytosol
LRRN3	Approved	Nucleus
KDM2A	Approved	Nucleus
ADCK5	Approved	Cytosol
ADCK5	Approved	Plasma membrane
ESRRA	Approved	Cytokinetic bridge
ESRRA	Approved	Microtubules
ESRRA	Approved	Nucleoli fibrillar center
RAPH1	Approved	Cytosol
PARP15	Approved	Mitochondria
CKS1B	Approved	Cytosol
CKS1B	Approved	Mitochondria
CKS1B	Approved	Nucleus
CKS1B	Approved	Vesicles
AHSA2	Approved	Cytokinetic bridge
AHSA2	Approved	Microtubules
AHSA2	Approved	Vesicles
ABLIM3	Approved	Cell Junctions
ABLIM3	Approved	Nucleoplasm
ABLIM3	Approved	Plasma membrane
MAB21L3	Approved	Nucleoplasm
VANGL1	Approved	Plasma membrane
ZNF483	Approved	Nucleoli
PLAC8L1	Approved	Nucleus
SLC2A14	Approved	Plasma membrane
GPR137	Approved	Actin filaments
GPR137	Approved	Nucleoli
GPR137	Approved	Nucleus
SNCG	Approved	Golgi apparatus
SNCG	Approved	Plasma membrane
MMRN2	Approved	Vesicles
MZT2A	Approved	Cytosol
TNKS	Approved	Nuclear membrane
TNKS	Approved	Nucleoplasm
ZNF449	Approved	Cytosol
ZNF449	Approved	Nucleoplasm
PPP1R3B	Approved	Cytosol
TRIB1	Approved	Plasma membrane
KCNK7	Approved	Plasma membrane
NDNF	Approved	Vesicles
OLR1	Approved	Vesicles
DAG1	Approved	Vesicles
ARV1	Approved	Vesicles
CCDC36	Approved	Nucleoplasm
EHBP1L1	Approved	Cytosol
EHBP1L1	Approved	Nucleoli
EHBP1L1	Approved	Plasma membrane
THAP2	Approved	Golgi apparatus
THAP2	Approved	Nucleoplasm
RNF26	Approved	Cytosol
RNF26	Approved	Nucleoplasm
RNF26	Approved	Vesicles
SSSCA1	Approved	Cytosol
PTPRM	Approved	Plasma membrane
FKBP2	Approved	Plasma membrane
TNFRSF10D	Approved	Actin filaments
TNFRSF10D	Approved	Plasma membrane
MOB1B	Approved	Nucleoli
MOB1B	Approved	Nucleus
ZNF622	Approved	Golgi apparatus
CSPG4	Approved	Nucleus
CSPG4	Approved	Plasma membrane
C2orf70	Approved	Cytosol
C2orf70	Approved	Nucleus
C2orf70	Approved	Vesicles
NABP1	Approved	Cytosol
CEP83	Approved	Golgi apparatus
CEP83	Approved	Nucleus
SULT1B1	Approved	Golgi apparatus
SULT1B1	Approved	Nucleoplasm
NUDT4	Approved	Cytosol
SCAI	Approved	Nuclear membrane
SLC19A1	Approved	Plasma membrane
HSPB7	Approved	Nucleoplasm
EIF1AX	Approved	Cytosol
CXorf23	Approved	Nucleoplasm
PSMD1	Approved	Actin filaments
PSMD1	Approved	Nucleoplasm
ADGRG2	Approved	Cytosol
HEG1	Approved	Vesicles
C11orf80	Approved	Centrosome
HAP1	Approved	Nucleoli
TIGD3	Approved	Nuclear membrane
TIGD3	Approved	Nucleoplasm
MARCH10	Approved	Cytosol
MARCH10	Approved	Plasma membrane
NET1	Approved	Nucleus
NET1	Approved	Vesicles
DPY19L1	Approved	Vesicles
ZNF791	Approved	Nucleus
RBM4	Approved	Cytosol
RBM4	Approved	Nucleoplasm
UBXN2A	Approved	Centrosome
LRRC63	Approved	Golgi apparatus
KLHL15	Approved	Aggresome
KLHL15	Approved	Cytosol
FBXO45	Approved	Cytosol
SPERT	Approved	Cell Junctions
SPERT	Approved	Plasma membrane
SLC25A30	Approved	Nucleoplasm
C9orf131	Approved	Mitochondria
CD34	Approved	Cell Junctions
CD34	Approved	Nucleus
CD34	Approved	Plasma membrane
CTSF	Approved	Cytosol
CTSF	Approved	Plasma membrane
CTSF	Approved	Vesicles
TLR6	Approved	Endoplasmic reticulum
FAM174A	Approved	Cytosol
FAM174A	Approved	Golgi apparatus
RGMB	Approved	Nucleoplasm
ZDHHC24	Approved	Cytosol
ZDHHC24	Approved	Vesicles
SNX31	Approved	Cytosol
SNX31	Approved	Golgi apparatus
SNX31	Approved	Nucleoplasm
ADCY6	Approved	Golgi apparatus
PITPNA	Approved	Cytosol
PITPNA	Approved	Vesicles
TNK1	Approved	Cell Junctions
DIRC1	Approved	Cytosol
C11orf45	Approved	Cytosol
RALGAPA1	Approved	Cytosol
RALGAPA1	Approved	Mitochondria
GTF2IRD2B	Approved	Nucleoplasm
RPL4	Approved	Nuclear bodies
C12orf76	Approved	Actin filaments
C12orf76	Approved	Plasma membrane
ZCCHC12	Approved	Nuclear bodies
DENND4A	Approved	Nucleoli
DENND4A	Approved	Nucleus
ANKRD36C	Approved	Cytosol
ANKRD36C	Approved	Nucleus
SLC26A9	Approved	Cell Junctions
SLC26A9	Approved	Nucleus
PELI3	Approved	Nucleoli
PELI3	Approved	Nucleus
PELI3	Approved	Vesicles
TMEM81	Approved	Intermediate filaments
MSL2	Approved	Cytosol
ZNF497	Approved	Cell Junctions
ZNF497	Approved	Nucleus
TRAM1L1	Approved	Mitochondria
ANGEL2	Approved	Mitochondria
ANGEL2	Approved	Nucleoplasm
UGT8	Approved	Mitochondria
KY	Approved	Nucleoplasm
IQCK	Approved	Cytosol
IQCK	Approved	Nuclear speckles
ZNF266	Approved	Nucleus
ZNF266	Approved	Rods & Rings
BRSK2	Approved	Golgi apparatus
SH3PXD2B	Approved	Nucleoli fibrillar center
SH3PXD2B	Approved	Nucleus
SH3PXD2B	Approved	Plasma membrane
LARP7	Approved	Cytosol
NR1D2	Approved	Nucleoplasm
BRMS1	Approved	Centrosome
C4orf32	Approved	Golgi apparatus
PCP2	Approved	Nuclear speckles
PCP2	Approved	Vesicles
RIN1	Approved	Nuclear membrane
RIN1	Approved	Nucleus
THAP6	Approved	Centrosome
THAP6	Approved	Nucleus
FZD4	Approved	Cytosol
FZD4	Approved	Nucleoplasm
FZD4	Approved	Plasma membrane
CD248	Approved	Nucleoplasm
CD248	Approved	Plasma membrane
GLMN	Approved	Cytosol
GLMN	Approved	Nucleoplasm
RSRC1	Approved	Nuclear speckles
PQLC2L	Approved	Nuclear bodies
PQLC2L	Approved	Nucleoplasm
C3orf33	Approved	Cytosol
C3orf33	Approved	Nucleoplasm
ZIC4	Approved	Cytosol
ZIC4	Approved	Nucleus
CTBP2	Approved	Cytosol
ZDHHC14	Approved	Mitochondria
ZDHHC14	Approved	Nucleoli
GK5	Approved	Cytosol
GK5	Approved	Nucleoplasm
VCPIP1	Approved	Plasma membrane
SPSB4	Approved	Nucleoplasm
SPSB4	Approved	Plasma membrane
ZNF654	Approved	Microtubules
ZNF654	Approved	Nucleus
PACS1	Approved	Cytosol
PACS1	Approved	Microtubules
SH3BP5L	Approved	Golgi apparatus
SH3BP5L	Approved	Nucleoplasm
SH3BP5L	Approved	Vesicles
FAM182B	Approved	Nucleoplasm
FAM131A	Approved	Nucleoli
FAM131A	Approved	Nucleus
DDIT3	Approved	Nucleoplasm
ZNF408	Approved	Cytosol
ZNF408	Approved	Microtubule organizing center
CKAP5	Approved	Cytosol
CKAP5	Approved	Plasma membrane
MED16	Approved	Nucleoli
ATG13	Approved	Cytosol
ATG13	Approved	Nucleoplasm
ATG13	Approved	Plasma membrane
GOLGA8A	Approved	Cytosol
GOLGA8A	Approved	Golgi apparatus
PHYHD1	Approved	Nuclear speckles
PHYKPL	Approved	Mitochondria
ANKS4B	Approved	Cytosol
ANKS4B	Approved	Nucleoplasm
CST6	Approved	Cytosol
CST6	Approved	Plasma membrane
GRAMD2	Approved	Cytosol
GRAMD2	Approved	Nuclear speckles
GRAMD2	Approved	Nucleoli
ZNF519	Approved	Nucleoli
NRIP3	Approved	Cytosol
EIF3F	Approved	Cytosol
EIF3F	Approved	Nucleoli
ZNF25	Approved	Golgi apparatus
ZNF25	Approved	Nucleoplasm
CLTB	Approved	Cytosol
CLTB	Approved	Plasma membrane
LPL	Approved	Vesicles
RFESD	Approved	Nucleoplasm
TBC1D10C	Approved	Nuclear bodies
PPP2R2D	Approved	Cytosol
MCTP1	Approved	Cytosol
MCTP1	Approved	Nucleoplasm
DPP10	Approved	Cytosol
DPP10	Approved	Nucleus
DPP10	Approved	Vesicles
CLCF1	Approved	Nuclear bodies
CLCF1	Approved	Vesicles
LIPT2	Approved	Centrosome
LIPT2	Approved	Vesicles
ALG10B	Approved	Endoplasmic reticulum
DRAP1	Approved	Cytosol
LONRF3	Approved	Nucleus
LONRF3	Approved	Plasma membrane
UCP3	Approved	Cytosol
UCP3	Approved	Nucleoplasm
UCP3	Approved	Plasma membrane
C11orf68	Approved	Nucleoli
C11orf68	Approved	Nucleus
PAAF1	Approved	Cytosol
PAAF1	Approved	Nucleus
ZNF77	Approved	Nucleoli
ZNF77	Approved	Nucleus
KDF1	Approved	Mitotic spindle
KDF1	Approved	Nucleoplasm
B3GNTL1	Approved	Nucleoli
NR2F1	Approved	Cytosol
NR2F1	Approved	Nucleoplasm
PRIMA1	Approved	Cytosol
PRIMA1	Approved	Nucleoli
PRIMA1	Approved	Plasma membrane
ZNF169	Approved	Cytosol
ZNF169	Approved	Nuclear speckles
ZDHHC21	Approved	Cytosol
ZDHHC21	Approved	Golgi apparatus
ARL4D	Approved	Golgi apparatus
ARL4D	Approved	Vesicles
DOK7	Approved	Mitochondria
DOK7	Approved	Nucleoplasm
LRRN1	Approved	Cytosol
ORAI3	Approved	Cytosol
ORAI3	Approved	Nucleoplasm
DENND2C	Approved	Nucleus
TUBB6	Approved	Microtubules
LYSMD3	Approved	Cytosol
ZNF613	Approved	Nucleoplasm
ZNF613	Approved	Vesicles
NUPR1	Approved	Cytosol
NUPR1	Approved	Nucleus
MBLAC2	Approved	Nuclear bodies
MBLAC2	Approved	Nucleus
TPRN	Approved	Plasma membrane
SLC35A4	Approved	Nucleoplasm
AIM1L	Approved	Nucleoplasm
DLEU1	Approved	Cytosol
DLEU1	Approved	Plasma membrane
TMEM39A	Approved	Nucleoplasm
TMEM39A	Approved	Vesicles
TCP11L1	Approved	Cytosol
GPX2	Approved	Cytosol
GPX2	Approved	Nucleoplasm
CCDC57	Approved	Cytosol
CCDC57	Approved	Microtubule organizing center
CCDC57	Approved	Microtubules
MYPOP	Approved	Nucleoplasm
ZNF404	Approved	Nucleoli
ZNF404	Approved	Nucleus
ACBD7	Approved	Cytosol
ACBD7	Approved	Vesicles
ZBTB8OS	Approved	Plasma membrane
ZNF135	Approved	Cytosol
ZSCAN2	Approved	Cytosol
ZSCAN2	Approved	Nucleoplasm
B3GNT4	Approved	Mitochondria
B3GNT4	Approved	Nucleoli
HSD11B2	Approved	Vesicles
DMRTA1	Approved	Vesicles
RIMS2	Approved	Cytosol
SPRYD4	Approved	Nucleoplasm
VPS37D	Approved	Vesicles
CLEC14A	Approved	Golgi apparatus
ZNF575	Approved	Cytosol
ZNF575	Approved	Nucleoli fibrillar center
ZNF575	Approved	Nucleus
SGF29	Approved	Nucleoli
SGF29	Approved	Nucleus
PLA2G16	Approved	Mitochondria
PHLDB3	Approved	Cytosol
PHLDB3	Approved	Nuclear speckles
PHLDB3	Approved	Plasma membrane
KBTBD11	Approved	Intermediate filaments
B3GNT5	Approved	Nucleoli
MEX3C	Approved	Vesicles
MYO1D	Approved	Cytosol
LRRC37A	Approved	Vesicles
CCDC121	Approved	Actin filaments
CCDC121	Approved	Cytosol
C8orf59	Approved	Cytosol
C8orf59	Approved	Nucleoli
C8orf59	Approved	Nucleus
NCKAP5	Approved	Cytosol
NCKAP5	Approved	Golgi apparatus
NCKAP5	Approved	Nucleoli
NCKAP5	Approved	Plasma membrane
RUFY1	Approved	Nucleus
LRRC37A3	Approved	Vesicles
VSIG10	Approved	Cytosol
IRX5	Approved	Cytosol
IRX5	Approved	Microtubules
IRX5	Approved	Nuclear speckles
FAM91A1	Approved	Microtubules
FAM91A1	Approved	Nucleoplasm
C8orf4	Approved	Cytosol
